Gene1	Gene2	Weight
ANK3	HDAC6	0
HIP1R	AGPAT2	0
MCU	INTS8	0
VPS18	NOTCH2	0
PPP1R13B	TNIP2	0
SENP3	RPL10A	0
ERCC6	ADGRL3	0
PPP2CA	ARHGEF2	0
STAG2	CDC6	0
MT-CO1	PRAME	0
TFIP11	ORC2	0
TFIP11	NDUFB3	0
SNAPIN	PRKAA1	0
MT-ND5	COX16	0
LATS1	ARID1A	0
PRPF40A	MCRS1	0
KLC1	IQGAP1	0
CCND1	PRIM1	0
NOP10	MRPL22	0
NUP133	COG8	0
PAK1	CTNNA1	0
DDX20	FGFR2	0
PRPF8	NDUFB4	0
MRPL43	FASTKD2	0
PIGU	PSEN1	0
BTRC	AP3M1	0
DERL2	MT-ND5	0
MRPL3	ZCRB1	0
IGF2BP3	MRPL32	0
TBL1X	NSMCE4A	0
PHF21A	MBIP	0
RPS3	SNRPC	0
CCT4	AQR	0
RPS9	HNRNPF	0
ARHGEF2	TCF7L2	0
HNRNPU	WDR26	0
TAF1B	DAXX	0
RFC3	NCAPD3	0
MRPL28	AQR	0
RPL7	STAU1	0
RPS8	PRPF4B	0
HTRA2	NDUFB1	0
RAB5A	IKBKG	0
VPS35	MTIF2	0
MDM2	NOTCH2	0
ATF7IP	MNAT1	0
NCOR1	ATP5IF1	0
ATL3	VIM	0
KPNB1	DDX21	0
SNW1	FKBP15	0
MRPL44	FBXW8	0
BRK1	BLOC1S4	0
MRPL43	RPLP0	0
RPL23	MICU1	0
LIN54	MTA1	0
AP3S1	RAD51C	0
HOOK1	FARP2	0
MPO	DYSF	0
RPS3A	CBX8	0
MRPL34	HNRNPU	0
KPNA2	MRPL49	0
MSH6	VPS51	0
BSG	TCP1	0
XPO1	GLMN	0
POLR2G	POLR1G	0
RPS16	MRPL1	0
CDK4	STAP1	0
BOP1	RPL24	0
LENG8	NPM1	0
HDAC3	TRRAP	0
RFC1	MRPL42	0
MRPL37	HNRNPC	0
SNW1	SCAF8	0
NPHP1	POLE	0
MRPL27	RPS13	0
CREB1	PCNT	0
TAF1A	CENPC	0
MRPL42	POLR1E	0
MRPL3	RBM17	0
PIK3C3	USP12	0
ATR	VPS51	0
CALR	RSL24D1	0
GID8	VANGL2	0
DDX11	RICTOR	0
SMC2	NUB1	0
MED4	GIT1	0
NUB1	ATR	0
APPL1	RPP14	0
COX16	CDC6	0
CNOT11	TRIM28	0
PTK2	POLE	0
ARRB2	RPS8	0
SNRNP48	HAUS2	0
ATP5F1C	NDUFA6	0
KAT14	ARID4A	0
SYNCRIP	POP1	0
DZIP1	ARHGEF7	0
MRPL17	SYNCRIP	0
EPRS1	DDX20	0
VPS33A	POLE	0
MRPL14	YBX1	0
HOOK1	STUB1	0
MRPL47	STAU1	0
RPS3	MRPL9	0
SKIV2L	TUBGCP2	0
FAS	VPS51	0
HSPB8	DNM2	0
MAP2K2	HIRA	0
TAB2	RAB9A	0
RPL11	GAR1	0
EPC1	XRN2	0
TUBGCP2	MMP14	0
C1QBP	WDR26	0
STAT3	PPP1R13B	0
RIPK1	INTS5	0
PTCD3	U2SURP	0
NDUFAF1	CDC6	0
HSPB8	RAF1	0
PAWR	CDH2	0
CASP2	CHTF18	0
GTF2I	MRPL33	0
BTRC	CDC34	0
WASHC5	SMC4	0
PRIM1	PPP3CB	0
AQR	DICER1	0
RNF31	MNAT1	0
POLR2J	MED26	0
RPL22	ZCRB1	0
KAT14	TAF7	0
MRPL11	PAXBP1	0
ING1	NDC80	0
SRSF4	MRPL32	0
RIPK1	CNOT2	0
RPL26	BAZ2A	0
SNX1	REL	0
MT-CO1	CD47	0
GEMIN5	CDK6	0
PIKFYVE	OPA1	0
CSE1L	PRAME	0
CD47	FGA	0
RPL35	MRPL55	0
DERL2	CD47	0
RIPK1	FKBP5	0
MICU2	GEMIN4	0
AP3B1	ARRB2	0
BOP1	RPSA	0
IGHM	BRAF	0
RFC3	NCKAP1	0
FAM8A1	INTS2	0
LRRC8E	HSPA1B	0
SRSF7	PPP1R12A	0
HAUS8	INCENP	0
UPF1	SSRP1	0
ATG13	KIF5C	0
CNOT10	MCRS1	0
SMAD3	CDC6	0
COA1	ATP2A2	0
ING2	SUZ12	0
PAK1	CSTF3	0
ATF7IP	MBD3	0
PPP6R3	RANBP9	0
PRPF6	TAF11	0
MRPL13	RPS18	0
INCENP	ESS2	0
RPL22	SRRM2	0
TUBG1	PCNT	0
C1QBP	SRSF3	0
HSP90AA1	KEAP1	0
SMARCC1	INO80	0
RPL18	XAB2	0
RUVBL1	DKC1	0
TGFBR1	CSE1L	0
MPRIP	HAUS8	0
NUMB	CABIN1	0
SMARCA2	TAF1A	0
YEATS2	COX16	0
WDR12	RPLP1	0
SYF2	CABIN1	0
PDE6D	CD2BP2	0
CDC40	DSCC1	0
PRIM1	GTF2I	0
ARHGAP17	ATP5F1C	0
PRPF40A	RO60	0
DOCK7	GEMIN4	0
ANAPC10	IQGAP2	0
PLCB3	ATF7	0
RICTOR	CDC27	0
DGCR8	SRRM2	0
TFIP11	TAF1C	0
ARHGAP17	CNOT11	0
INTS6	CCT6A	0
MRPL39	DCP1A	0
DDR1	IMMT	0
HSP90B1	CDC6	0
BOP1	U2AF2	0
MRPL39	FNTB	0
HOXA9	ARHGAP17	0
SPG7	HOOK2	0
U2SURP	MRPL15	0
CTNNBL1	FNTB	0
SMC2	ORC5	0
BRMS1L	SMARCA1	0
GPS2	CCT3	0
RPL4	MRPL38	0
NDUFA13	ATP5F1C	0
TAF5	MAGOH	0
DHX30	RSF1	0
NDUFB9	SYVN1	0
RCOR1	ANAPC7	0
RPL37A	TAF1B	0
SAV1	VPS18	0
RPL37	MRPL16	0
DROSHA	GUCY1B1	0
GPAA1	XPO1	0
TRIB3	DDX21	0
CDK9	AURKB	0
BUD31	ACTR8	0
MTA3	MPP7	0
MRPL11	MTIF2	0
SCNN1A	PIGU	0
VCP	ACTR5	0
DHX8	WDR12	0
MRPL24	RPL9P8	0
CENPN	GOLGA2	0
RPS9	DDX28	0
STAG2	TNFRSF10B	0
GEMIN4	MPP7	0
RPL13	MRPL32	0
FANCG	AMFR	0
MYBBP1A	INTS5	0
MYBBP1A	SURF1	0
EPC1	SPOP	0
ERAP2	FGFR2	0
SYF2	CASC3	0
FNTA	CENPU	0
TAF1A	CENPU	0
CDC5L	SNRNP35	0
NASP	MBD2	0
VPS33A	HAUS8	0
MAD1L1	TAF1	0
AP5Z1	HAUS5	0
N4BP2	POLR2I	0
SRC	SIRT1	0
SIRT1	GLE1	0
MRPL3	GLE1	0
FASTKD2	SYMPK	0
HNRNPU	MRPL49	0
HRAS	DYNLL1	0
TAF11	PLD1	0
CSE1L	MRPL22	0
VANGL1	DKC1	0
CTNNBL1	KAT2A	0
PRPF40A	TEX10	0
RREB1	CREBBP	0
YWHAG	CXXC1	0
RPL27A	MRPL30	0
ORC5	INTS5	0
EHMT2	ASF1B	0
BOP1	SRSF4	0
TRAPPC4	MRE11	0
TNFRSF10B	MT-ND5	0
TCF7L2	HOOK2	0
NSMCE4A	TRIM25	0
RFC2	IQGAP2	0
CCT2	CXXC1	0
VPS52	CCT5	0
NOS1AP	PRKAA1	0
MRPL40	DAXX	0
CCND2	CCNE1	0
KPNB1	MRPL20	0
CACTIN	SUPT6H	0
MT-ND5	ATL2	0
KAT14	APC	0
HOXA9	HAUS3	0
GOLGA2	BBS7	0
INTS4	DYNLT3	0
LIN54	CHD3	0
MRPL52	RPLP0	0
ITGB1	IGF2R	0
CACTIN	CPSF4	0
IQGAP2	CXXC1	0
CCT2	CHD3	0
MRPL19	RPS5	0
CDC40	RAD50	0
MGAT5	SNAP25	0
FBXL3	ARHGEF7	0
GOLGA2	POP4	0
CCT7	THOC7	0
SETD1A	CHD8	0
MTA3	MCM2	0
CWC22	CHD8	0
VANGL1	CTCF	0
TFIP11	MAD1L1	0
CNOT3	STX3	0
SF3A3	CXXC1	0
FHL2	HSPA5	0
ING2	TBL1XR1	0
IRF2BP1	EIF4ENIF1	0
MRPL48	RPL10A	0
HAUS7	PCNT	0
RPL13	CENPO	0
CTCF	MRPL52	0
MRPL15	CENPQ	0
HERC1	HNRNPC	0
CNOT9	ATF7	0
YBX3	ISY1	0
KIF5B	POLR1E	0
ITPR3	ARHGEF7	0
TUBG1	YWHAG	0
H2AX	TAF2	0
RPS4Y1	TAF1C	0
ITGB1	NECTIN3	0
HAX1	PMS1	0
NDUFAF1	DERL2	0
DNM2	GSK3B	0
MED11	VAMP3	0
NDUFS7	MT-ND4	0
ZMYM2	ATF7IP	0
SERPINA1	SPEN	0
RPL36	STAU1	0
GEMIN4	ERCC2	0
SNRNP27	EZH2	0
PI4K2A	DYNLL1	0
DOCK7	CCP110	0
AP2M1	PCNT	0
FASTKD5	DNM2	0
CDC37	CDK6	0
VPS50	COG7	0
KDM1A	DCAF1	0
TUBA1A	WASHC4	0
PHC2	IRF2BPL	0
TOMM22	GLG1	0
COX15	IMMT	0
AP5Z1	MAP2K2	0
HPS6	VPS41	0
ITGB5	TIMP1	0
PPP1R12A	CAB39	0
FLOT1	TNFRSF10B	0
LYN	SNAPC2	0
FAS	PIK3R4	0
RPL19	MT-ND5	0
AFF1	CHD8	0
RPL4	DGCR8	0
RPP25	KPNA1	0
HSP90B1	NDUFA9	0
AP5Z1	PHC1	0
FHL2	TAF2	0
NUP107	INTS2	0
DZIP1	NEK2	0
MRPL3	RPS19	0
VPS41	STUB1	0
CASK	POLR1G	0
PSMC3	IFT20	0
POLR2C	MED4	0
MRPL24	NDUFA6	0
CCT6A	HSPA8	0
ATRIP	HOOK2	0
SGF29	RBBP4	0
N4BP2	ESS2	0
KPNB1	GEMIN6	0
MRPL30	PML	0
APP	HSPA5	0
PLXNA4	L1CAM	0
VANGL2	ARID1B	0
MRPL40	CENPQ	0
APP	NOS1AP	0
RAD50	CCT5	0
PRKCA	EPB41L3	0
ILF3	XRN1	0
HMG20A	CXXC1	0
RPS3	SRSF3	0
NDUFS4	APBB1	0
PRKDC	MTOR	0
SNRPB2	DICER1	0
PRPF31	DDX20	0
AP2A1	PCNT	0
RPL23A	GLE1	0
STAT1	MKLN1	0
NUP42	MOV10	0
RPP25	SF3A3	0
AP5B1	GPS1	0
RPL17	CDK12	0
CHCHD3	FANCL	0
PDGFRA	PACS1	0
XPO1	MED23	0
MAD2L2	CDC6	0
SRSF7	MTIF2	0
RNF31	ZZZ3	0
NUMA1	CCT8	0
MYBBP1A	TFDP1	0
ERCC4	POP4	0
MICU2	MED22	0
RFC3	AMFR	0
DOCK7	PIK3R4	0
LSM5	SNRPD2	0
BUD13	POP1	0
KAT14	NFKB2	0
TAF1C	U2AF2	0
PPME1	MED19	0
IMP4	RBM39	0
COX14	NDUFB1	0
TBP	BRCA2	0
SYF2	FIP1L1	0
NCAPG2	PIK3C2A	0
PIK3C3	KIF5B	0
GTF2F2	ARNT	0
NDUFAF1	AURKB	0
PPP6R3	RPS10	0
AP5Z1	NFRKB	0
CEBPB	XRCC4	0
SRSF3	MRPL46	0
PML	TRIM33	0
DOCK1	STAG2	0
POLR1E	JUN	0
HSF1	POLE	0
POLR1B	AP5B1	0
GOLGA2	CCNB2	0
NCOR1	ARHGEF2	0
DDX11	ARHGEF1	0
BRIP1	KLC1	0
SIRT1	C1QBP	0
CUL2	POLD1	0
PALS2	NDUFB5	0
RPS16	MRPL32	0
MND1	DNM2	0
MTA1	PLCB3	0
TRRAP	DSCC1	0
LRRC8E	BSCL2	0
MRPL1	DDX28	0
NCOR2	ACTR8	0
POLR1B	DAXX	0
CNOT2	PALS2	0
VANGL1	SAV1	0
TXNL4A	PDE6D	0
CDK12	RPS24	0
TAF9	SRSF11	0
CNOT1	CCP110	0
YEATS2	TAF7	0
CCT7	INTS6	0
UPF1	RPS18	0
DGKZ	TOPBP1	0
COG8	PIK3R4	0
VPS18	RPAP1	0
FHL2	TAF1	0
CTNNBIP1	VAMP2	0
MRPL27	RPS16	0
DYNC2H1	GLE1	0
NPM1	SART1	0
SENP3	RPL9P8	0
DOCK1	DDR1	0
IFT57	ATF7	0
APOA1	VIM	0
INCENP	MED10	0
INTS1	WASHC4	0
PIGU	RPL23	0
USP12	FLT4	0
XRN2	MTA3	0
SRSF1	NPM1	0
LYN	DLG1	0
HIRA	ESS2	0
ATP2A2	ATL2	0
DCLRE1C	PRKAA1	0
HPS6	INTS1	0
CTSG	HSPA5	0
VASP	TBL1XR1	0
RPL7A	MRPL22	0
PRPF40A	MRPL3	0
MRPL1	SEPTIN8	0
RPS6	DDX28	0
GID8	RPL35	0
MRPL30	WDR12	0
GLE1	CEP164	0
CDC40	MRPL20	0
CNOT10	SNRNP40	0
ECSIT	FASTKD5	0
NDUFB4	PLD1	0
HSPB8	WASHC5	0
RPS3	MRPL41	0
PPIE	SQSTM1	0
TUBB	AGPAT2	0
SNW1	SMG6	0
MRPL42	HAUS3	0
MRPL17	RPS19	0
FAS	INTS12	0
DDX11	PIK3CA	0
RPS28	MRPL22	0
SPC25	CWC22	0
BOP1	UPF1	0
CHAF1A	SAP30	0
WDHD1	INTS5	0
TBL1XR1	ARHGAP17	0
TSC2	PPP1R12A	0
MT-CO3	FASTKD5	0
CTCF	PPP1R10	0
CNOT10	STK3	0
CNOT6	TAF10	0
EXOC5	FASTKD2	0
SHARPIN	PRIM2	0
EIF3J	NOS1AP	0
MTOR	SELENBP1	0
VPS52	MT-ND4	0
MPHOSPH10	RPL7A	0
ATRIP	CSE1L	0
ITGA7	TSEN2	0
CECR2	CTNNBL1	0
DHX16	ACTR5	0
NCL	TAF1B	0
HAUS8	SNAPC3	0
RIN1	FANCA	0
DCAF1	AP3M1	0
TRAF6	SPC24	0
HAUS5	CDK6	0
RPP40	PPP2R2A	0
FBXW11	MRPL30	0
DDX11	CHUK	0
CCT6A	ACTR2	0
MRPL44	DICER1	0
SRSF3	CTCF	0
IRF2BP1	IQGAP2	0
APPL1	TAF12	0
RNPS1	TAF1B	0
EXOC5	SEPTIN8	0
MPRIP	SRRM2	0
MAX	DHX16	0
BBS1	CDK6	0
NUP107	HIP1R	0
PHF21A	VPS51	0
SRPK1	MRPL45	0
HAUS3	COG5	0
TSHZ3	GCN1	0
YWHAE	BECN1	0
BABAM2	RPAP1	0
TUBB	PSEN1	0
KCNQ5	BSCL2	0
POLR2J	COPS2	0
VANGL1	TRIM32	0
RPS3A	ARHGEF2	0
MRPL18	RPLP0	0
SYNE1	SEPTIN8	0
NDUFV1	TOP3A	0
ANAPC7	WDHD1	0
CCT7	BRMS1L	0
RPL23	FLT4	0
RPL27A	MRPL52	0
NDUFS2	STAT3	0
MPHOSPH10	PDCD2	0
SUDS3	TAF5	0
MYBL2	MCRS1	0
STUB1	FKBP15	0
DISC1	MBIP	0
WASHC5	CCNB2	0
MRPL15	CASC3	0
VPS33A	GOLGA2	0
TRRAP	IQGAP2	0
AP2A1	TGFBRAP1	0
MPRIP	TGFBRAP1	0
YAP1	PCNT	0
SRSF5	MRPL41	0
SSRP1	GAR1	0
PRPF6	RAD50	0
MRPL20	RPS13	0
TAF7	AURKB	0
RIPK1	TRAPPC5	0
MED13L	XRCC4	0
NFKB2	INTS1	0
ATF7IP	IQGAP1	0
CCT2	EHMT1	0
BRIP1	SNAPC4	0
H1-1	CENPQ	0
PRPF6	TCF7L2	0
VPS26A	ERCC1	0
SHARPIN	SUPT6H	0
SMG6	HNRNPU	0
ARHGEF2	ORC1	0
ZRSR2	SNRPA	0
MRPL48	RPL12	0
NPHP4	GLMN	0
PIDD1	BRCA2	0
DOCK7	CHUK	0
ARNT	ZZZ3	0
MT-CO1	TOMM22	0
MYBBP1A	MRPL51	0
NUDCD3	HSPA5	0
MRPL9	RPLP0	0
RB1CC1	NDUFB5	0
WDR48	PSEN1	0
DYSF	CP	0
FGFR4	FARP2	0
F3	NCAPD3	0
RAB5A	VPS35	0
HPS5	GIT1	0
MRPL20	SRRM2	0
KMT2A	SRSF11	0
YWHAQ	KTN1	0
LRRC8C	INTS2	0
MRPL43	YBX1	0
EXOC6	MCU	0
APOA1	FGA	0
MRPL41	SNRPC	0
HDAC2	RUVBL1	0
SF3B1	JUN	0
MRPL13	MTIF2	0
MAP2K2	DSCC1	0
HSPA8	AP3B1	0
IGF2BP3	POP4	0
CHD3	DHX30	0
CENPO	PCNT	0
RPL10	MRPL2	0
DOCK7	KAT14	0
MRPL50	SRSF5	0
PKD2	CEP164	0
TERF2	ETF1	0
GEMIN5	MRPL35	0
ARHGEF2	PDZD11	0
ISY1	CHTF8	0
CNOT2	CUL1	0
CHUK	ARHGEF1	0
ARID1B	TJP1	0
PMS1	GLE1	0
INVS	POLR1B	0
HSPA5	MMP9	0
EXOC6	IPO4	0
CHAF1A	CHD4	0
EP400	NCBP1	0
SETD1A	YAP1	0
ATP5MG	NDUFB5	0
SRSF5	PPP1R13B	0
SKIV2L	RPLP0	0
ARHGEF7	AFDN	0
RFC1	RPL9P8	0
RPL27A	PARN	0
APP	RICTOR	0
RPL19	CDK12	0
MRPL43	HGS	0
SETDB1	COG8	0
CAV1	PPP3CA	0
ITGB3BP	TAF1B	0
COG7	VPS51	0
TRAPPC4	YWHAE	0
NUP107	IPO4	0
RIN1	IKBKB	0
XPO1	FASTKD5	0
RPL23	MYO1E	0
FTL	RPL5	0
HOOK3	NCAPD3	0
RHOA	LIN7A	0
CCP110	MRPL51	0
AP5B1	INTS2	0
MED27	SRRM1	0
L1CAM	PIGS	0
TAF12	WDR48	0
VPS52	WASHC4	0
TFIP11	TUBGCP2	0
AP5Z1	TUBGCP3	0
BLOC1S5	POLR1G	0
NUF2	RAD50	0
VANGL1	RPS5	0
ATP5F1B	EPB41L3	0
MRPL18	RPL19	0
POLR2J	FAF2	0
NUP160	MAGT1	0
SPAG9	CXCR4	0
HTRA2	NDUFA6	0
TBP	NPM1	0
SMC2	QARS1	0
HDAC2	PPM1G	0
GEMIN6	PRMT1	0
AQR	CYTH3	0
DYNLL1	ZMYM2	0
APOA1	SIGMAR1	0
RPL37	NOP10	0
IKBKG	CDK6	0
NFKB2	BIRC2	0
CNTNAP1	FN1	0
NUP42	CRNKL1	0
FGFR1	CXCR4	0
RPL24	CENPU	0
RPL23A	MRPL4	0
BAG5	HSPA2	0
RFC3	RPL13A	0
CNOT6	CCP110	0
CCT5	SNRNP40	0
TEX10	SMARCA5	0
AP3B1	CTCF	0
MORF4L1	OPA1	0
IRF2BP2	CBL	0
DKC1	RPLP1	0
SF3B3	TRIM32	0
CNOT6L	BRCA2	0
RAB11A	PLCG1	0
SMC4	COG8	0
ERCC6	CHD3	0
WDR77	TCP1	0
RFC1	CDC5L	0
PIN1	GSK3B	0
SKIV2L	RBM39	0
KMT2A	RPL29	0
BTRC	IFNAR1	0
IFT20	MED30	0
CENPQ	RPLP0	0
SEL1L	MRPL21	0
TRAPPC10	C1QBP	0
PTCD3	HNRNPR	0
ANAPC7	CDK4	0
NDUFB7	RPS10	0
APP	APC	0
MRPL55	TAF1A	0
BIRC5	RPS4X	0
ULK1	AFDN	0
SNX1	GTF2I	0
SGF29	MCRS1	0
MED13L	ANAPC7	0
COX15	NCKAP1	0
LIN54	RB1	0
SRRT	MRPL51	0
RPL10	RPP38	0
HNRNPU	MRPL40	0
VANGL2	MOV10	0
TTC37	RAD50	0
MKS1	BBS1	0
MPHOSPH8	PRMT1	0
POLD1	PIK3R1	0
ERLEC1	NOTCH1	0
TAF1C	TAF5	0
RPL6	BAZ1B	0
RPL14	SRSF3	0
EPRS1	NUP107	0
SET	RPL31	0
RNF123	MRPL19	0
BLOC1S3	CDC6	0
IMMT	RAB9A	0
EXOC5	FASTKD5	0
DDX28	BBS7	0
FAM8A1	VPS51	0
LYN	WASF2	0
TFIP11	MED26	0
KLC1	URI1	0
VPS50	VPS8	0
CENPH	CDK6	0
PRIM2	PIK3R1	0
ATRIP	MT-ND1	0
HSPB8	SAV1	0
DDX11	INTS5	0
SETD1A	CDC34	0
TRRAP	ATR	0
MRPL35	RPL30	0
MRPL19	SYMPK	0
L1CAM	ITGA7	0
DDX11	CHD4	0
RSL24D1	MRPL22	0
MICU2	ATR	0
UPF1	MRPL33	0
TRAPPC4	AP3M1	0
INTS1	FHIP1B	0
TJP1	MECP2	0
RPS8	SSRP1	0
SNX6	BBS7	0
AKT2	REL	0
MSH5	MCU	0
ANKRD11	N4BP2	0
DHX8	TAF2	0
INCENP	KAT2A	0
PML	CDCA8	0
BIRC5	IQGAP1	0
MED26	TAF5	0
VIRMA	TAF1C	0
SERPINA1	PPP2CB	0
MRPL41	RPL12	0
CCT6A	COPS2	0
SAV1	MKS1	0
MRPL3	TARBP2	0
INTS7	VPS52	0
DYNC1H1	TP53BP1	0
BRD4	DDX46	0
SKIV2L	AGPAT2	0
ZMYM2	CDC6	0
SMARCC1	NFKBIE	0
PTCD3	SRSF4	0
COG8	BLOC1S2	0
ATP5PD	PIGU	0
POLD1	INTS1	0
POLD1	RFXAP	0
RELB	VPS41	0
SNRNP40	GIT1	0
RPS4X	DHX16	0
HDAC3	SRC	0
MICU2	POLA2	0
TAB1	PIK3C2A	0
AP2M1	SRSF11	0
CPLX1	DHX16	0
LSM5	SNRPA	0
GNAQ	EPB41L3	0
IFT57	DISC1	0
SETD1A	NFRKB	0
BSG	VPS51	0
PPP2R1B	GPX1	0
RFC5	CCT4	0
INTS4	ECSIT	0
SUDS3	MTA3	0
MAP2K1	NCKAP1	0
PRPF40A	TAF7	0
HRAS	RHOA	0
INCENP	IQGAP1	0
TRAF3IP1	SYNE1	0
NUF2	SNCAIP	0
RPL35	MRPL37	0
SERPINA3	RPL26	0
PSMG1	AP2A1	0
FNTA	BIRC2	0
ARID1B	LACTB	0
RPL3	MRPL23	0
DKC1	INTS3	0
BCAS2	TOP1	0
RPL3	MT-ND5	0
POLR1B	STUB1	0
VPS8	DAXX	0
RPS16	HNRNPC	0
PARN	VPS18	0
BOP1	MRPL1	0
CSTF1	PRPF3	0
ULBP3	CDC6	0
EHMT2	CHUK	0
CCP110	FARP2	0
VANGL1	RPL13A	0
LCOR	TARBP2	0
TTC37	WDR48	0
DYNC2I2	PRAME	0
SPC24	XRCC4	0
CTNNBL1	MKLN1	0
PPIE	TAF9	0
PTCD3	IMP3	0
VPS18	SKP2	0
ORC5	CABIN1	0
CCT7	CDC27	0
NOS1AP	PES1	0
PIGS	BSCL2	0
POLR2H	MED1	0
PRPF40A	RPL8	0
OS9	BRMS1L	0
MRPL35	HTRA2	0
HOOK1	CHUK	0
MRPL2	RPL9P8	0
SF1	PAPOLA	0
SRSF5	XRN1	0
CCT2	NUMA1	0
WWC1	HDAC5	0
PRKDC	PSME2	0
HERC1	STAU1	0
TRAPPC11	NBN	0
NUP160	HDAC6	0
SPC25	SNAPC1	0
DROSHA	RPS3A	0
MED23	COG8	0
RUNX1	TUBGCP2	0
INO80E	HNRNPM	0
RPL27	MRPL21	0
NECTIN3	FAS	0
SMARCA1	CSTF3	0
SF3B4	WDR61	0
CCP110	NCOR2	0
PARN	ATF7	0
STAG2	IGF2BP1	0
NUDCD3	STAG2	0
HSP90AB1	VPS16	0
LIN54	TRAPPC6B	0
SCNN1A	ITGA2	0
RAD9A	SSRP1	0
RPL8	MRPL52	0
CCT7	MAP2K2	0
INO80E	IQGAP1	0
NPLOC4	AP3D1	0
DCAF1	TRIM28	0
STAT1	NCAPD3	0
MICU2	ATL2	0
YBX3	RNPC3	0
POLD1	BBS2	0
RBM15	POP4	0
EIF3A	ATP5IF1	0
DCP2	MLST8	0
TBL1X	HAUS7	0
PML	SFI1	0
TRRAP	DKC1	0
STAT3	C1QC	0
ERCC6	MED14	0
GEMIN5	HIRA	0
COX15	PRAME	0
HAUS5	SPC24	0
ATP2A1	GCN1	0
SRSF7	MRPL35	0
HSP90AB1	TGFBRAP1	0
DOCK7	MBIP	0
RPS9	DDX46	0
CHTF18	DCLRE1C	0
PTCD3	NOP10	0
HAUS5	ACTR5	0
MRPL30	RSL24D1	0
PPME1	DHX38	0
NDUFS3	WDR26	0
RPL11	CENPO	0
KCNE3	PMS1	0
CAV1	MT-CO1	0
RBL2	CDC20	0
TRAPPC9	LENG8	0
AP3D1	ORC1	0
RFC3	ATL3	0
EIF3J	H2AX	0
CSTF1	TLE4	0
ARHGEF2	IKBKB	0
MRPL44	RPL26	0
SMG1	INTS1	0
INTS4	POLD3	0
PPM1G	CHD8	0
MRPL13	GLE1	0
SYNCRIP	RPL9P8	0
ANAPC7	GOLGA2	0
CTCF	RPL18A	0
AFF1	DCAF1	0
CNOT6	MALT1	0
MRPL21	MTIF2	0
MAP2K1	NDUFA12	0
DGCR8	TAF1C	0
CREBBP	SF1	0
ESS2	CDC6	0
CASP2	ARHGEF1	0
HOOK1	FKBP8	0
PRKAA1	MRPL22	0
MAPK1	RPL11	0
TAF11	HIRA	0
SNRNP48	RALY	0
MRPL9	H2AX	0
ISY1	TAF7	0
GEMIN5	RPAP1	0
GORASP1	ARHGEF2	0
CAV1	SYVN1	0
HIP1R	NCKAP1	0
RPL12	RBM39	0
NCAPD3	YEATS2	0
TRAPPC10	NCAPD3	0
SETD1A	PPM1G	0
FASTKD5	SURF1	0
SSRP1	IMP3	0
HSPA5	RPS4Y1	0
HERC1	MCC	0
AKTIP	USF1	0
SEPTIN7	HSPA2	0
SNRPA1	GLE1	0
TOMM22	PPP1R12A	0
CCT2	BRMS1L	0
MCU	SEL1L	0
NELFB	TSC2	0
RPL26	TAF1A	0
CDYL	LRRC8E	0
NCAPD3	UBA52	0
TIMP1	CTBP1	0
HAUS3	CHUK	0
ING4	KPNA1	0
CDC7	ORC5	0
RPL19	MRPL45	0
STAG2	NCAPH2	0
ULBP3	MYO1E	0
POLA2	CXXC1	0
HAUS7	COG5	0
DDX23	SF3B5	0
SRC	ATP5IF1	0
SPATA2	KAT5	0
ITGA5	NOTCH2	0
RPS14	CCNT1	0
POLR2I	PPP1R13B	0
VANGL2	TAF7	0
NCOA6	MBIP	0
SNRPA1	EPB41L3	0
RPL34	IMP4	0
LRRC8E	MED23	0
SF3B2	BAZ1B	0
C1QBP	SF3B5	0
NCAPG2	TRIM33	0
BRCC3	TCF7L2	0
MRPL9	NDUFA6	0
MED29	RPS10	0
GPAA1	NDUFB7	0
STAG2	CCNT1	0
ERCC3	HIRA	0
VANGL1	SNRPC	0
RPL19	TARBP2	0
MAPK3	MT-CO1	0
FASTKD2	MRPL10	0
MICU2	MLST8	0
RFC1	U2AF2	0
BARD1	RAP1A	0
TCF7L2	ACTB	0
WASHC2A	CNOT9	0
IMP4	RPLP1	0
ORC1	TNKS	0
TMEM67	AURKB	0
STAT1	IRF2BP1	0
MRPL28	SNRPA1	0
MALT1	TRAPPC5	0
NOTCH2	FGFR4	0
AP2M1	CRNKL1	0
RPS23	MRPL23	0
RPS27A	BAZ1B	0
RPL27	CENPQ	0
EIF4ENIF1	POLA2	0
HSPA2	ARHGEF1	0
BBS10	DHX38	0
WDR26	MRPL46	0
SKIV2L	TEX10	0
HAUS5	TSC2	0
CNOT11	HOOK2	0
RPL31	FASTKD2	0
TRAF6	PSMC3IP	0
TTC37	FAS	0
TGFBR1	POLD3	0
MAP3K7	ARHGEF2	0
SPG7	INTS3	0
VANGL1	SNW1	0
NCAPG2	ATP2A1	0
PRPF6	CPSF4	0
MRPL32	MPHOSPH10	0
GTF2F1	AP3M1	0
MRPL45	RPS4X	0
RPL19	ATP5IF1	0
DYNC2I2	CCT3	0
POLR2A	BRCA2	0
MRPL9	GEMIN5	0
FGFR4	TIMP1	0
FKBP5	ATR	0
FASTKD2	HTRA2	0
NDUFA10	MTIF2	0
MED29	HAUS6	0
IGF2BP3	MRPL41	0
HRAS	NFKB1	0
PPP2R1B	WDR48	0
AP3B1	PRPF4B	0
RPSA	SART1	0
