Gene1	Gene2	Weight
EMD	BTRC	0
PTK2	SF3A3	0
CPSF7	INTS10	0
TNIP1	HGS	0
HAUS8	XRCC4	0
TGFBRAP1	SYNE1	0
VAMP3	MTOR	0
MRPL28	TAF1A	0
MRPL30	RPS28	0
FYN	DDX46	0
PPP3CA	PML	0
LIN9	MED4	0
PPP2R1B	OPA1	0
UPF1	RBM25	0
BAP18	HIRA	0
APPL1	TUBA1A	0
FTL	MRPL3	0
MRPL36	NDUFB5	0
NUDCD3	USP12	0
FAM8A1	GEMIN6	0
HSPA5	TNKS	0
CCT2	CDC16	0
HAUS6	RAD21	0
RPP25	RPL19	0
MRPL11	PPP1R12A	0
RPL37	FASTKD2	0
PDZD11	CDC6	0
FGG	YWHAE	0
SYMPK	ETF1	0
MAD2L1	MTA3	0
TAF1A	RPP38	0
NUMB	HSPA8	0
YY1	SNRNP27	0
CHD4	ERCC1	0
SRSF5	TAF1A	0
YWHAG	EPB41L3	0
RPL23	ITGA3	0
SKIV2L	MRPL46	0
RNPC3	TEX10	0
CACTIN	TAF5	0
MRPL28	FNTB	0
BAG5	BBS7	0
AUP1	TUBA1A	0
MPRIP	EPB41L3	0
RSL24D1	RPS20	0
EXOC5	KIF5C	0
PRIM2	MKLN1	0
HSPA5	SF1	0
HOOK1	HPS3	0
MRPL20	MOV10	0
RPL3	MRPL35	0
HOOK3	NUP160	0
STAG2	VPS26A	0
BUD31	SMARCA5	0
FASTKD2	H2AX	0
CCT3	INTS6	0
RPS17	HAUS6	0
HIP1R	RAD51C	0
COG1	TUBA1A	0
SMDT1	INTS1	0
TERF2	PLCG1	0
HSPB8	HSF1	0
CNOT10	TSC2	0
RPS8	MRPL44	0
PAK1	VPS37C	0
NUP98	ATR	0
EED	SNRNP27	0
RPL35	MRPL24	0
ARNT	MBD3	0
MNAT1	PLXNA1	0
KAT7	IGF2R	0
CNOT6	TAF9	0
KSR1	U2SURP	0
STAT3	PPP2CB	0
MRPL44	GTF2F1	0
PPP1R13B	HNRNPUL1	0
KCNE3	RICTOR	0
RPL23A	SETDB1	0
RPL13	DKC1	0
NCOR2	FANCA	0
PLXNA3	NRP2	0
SETD1A	PPP1R13B	0
CNOT10	MED12	0
COX14	KTN1	0
INTS5	LRRC8A	0
MRPL13	RPS6	0
EXOC6	CNOT7	0
MRPL3	TOP3A	0
MDM2	MRPL40	0
MEAF6	YEATS2	0
TRAF6	RB1CC1	0
TRAPPC9	DLG1	0
GPAA1	ITGA2	0
FAM8A1	ATP5MG	0
HDAC1	KAT5	0
SETD1A	RBM25	0
NDUFAF1	COA1	0
RPP40	NOP10	0
TFIP11	AP3D1	0
TRA2B	MRPL35	0
FBXL3	HSPA8	0
PRKDC	VPS52	0
CCP110	SUV39H1	0
ANAPC7	MPP7	0
CENPH	TUBA1A	0
APPL1	ATP5IF1	0
RFC4	BAZ1B	0
MRPL3	HTRA2	0
MRPL28	RPS5	0
EIF3H	EIF4G1	0
SAV1	TCP1	0
SIKE1	MBD3	0
NUF2	URI1	0
SAP30	RPS15	0
EPS8	WASF2	0
NCAPG2	ERCC3	0
VANGL2	LMNA	0
U2SURP	MRPL38	0
RPSA	DICER1	0
ANKRD11	WRAP53	0
CNOT6	SUDS3	0
MED14	TAF5	0
HAUS5	BBS1	0
INTS4	SIGMAR1	0
RPS4Y1	RICTOR	0
INTS11	BAZ1B	0
INTS7	DDX20	0
RNF31	TRIM33	0
AIMP2	PSME2	0
AP3B1	HPS6	0
SETD1A	DHX30	0
MRFAP1	RPS10	0
USF2	FOS	0
SFPQ	MPRIP	0
RSL24D1	MRPL52	0
ERCC6	VPS26A	0
NDUFAF1	INTS3	0
NDUFA2	MRPL41	0
PXN	XIAP	0
VANGL1	GTF2H4	0
AMFR	GCN1	0
HRAS	FAM8A1	0
GID8	CSTF3	0
GEMIN4	ATP5F1C	0
PRPF6	CHD4	0
SRPK1	CENPT	0
MRPL51	CNOT9	0
PRKAA1	ATP5F1B	0
MRPL49	WDR26	0
VAMP2	MAP2K1	0
TAF1B	BAZ1A	0
FASTKD2	RPL13	0
HAT1	SSRP1	0
BRIP1	SF3A1	0
PSMG1	KAT5	0
PTGES3	MOV10	0
KAT7	PCNT	0
TRAF2	ACTB	0
TUBA1A	TSC2	0
USP12	ATR	0
CENPN	ILF2	0
TNFRSF10B	DDR1	0
MAD1L1	HSPA5	0
CUL5	NDUFA10	0
POLR2C	HSPA2	0
EXOC5	HAUS5	0
TJP1	CCT8	0
MICU2	TUBGCP3	0
RPL17	ARHGEF1	0
AMFR	MAP2K2	0
STAT3	SEPTIN8	0
CDC40	PRMT5	0
MT-CO1	HIP1R	0
CUL2	FKBP5	0
POLR2A	NFKBIB	0
SRSF4	MRPL1	0
DKC1	YWHAG	0
PTK2	PLCG1	0
SEL1L	MRPL22	0
ANK3	PCNT	0
RPL13	BAZ2A	0
PIGU	GLMN	0
ARHGEF2	MCRS1	0
HRAS	RAP1A	0
FBL	GAR1	0
MRPL42	HAUS2	0
SMC1A	RICTOR	0
DSCC1	MRE11	0
RPL31	WDR12	0
ASF1A	DAXX	0
AP3B1	CHEK2	0
AMFR	AGPAT2	0
COA1	ITPR3	0
PIGT	TNFRSF10B	0
RALY	VIM	0
EXOC5	UBE2J1	0
CAMK2D	HSF1	0
VPS33A	EIF4ENIF1	0
H2AX	ZZZ3	0
SUZ12	TAF1	0
IRF2BP1	PIK3R4	0
KMT2D	PML	0
CCT7	WASHC4	0
STAT1	GEMIN4	0
ING2	ZNF217	0
RPP25	DHX30	0
TRIM27	ACTR5	0
ITGB5	PLXNA3	0
APP	ULBP3	0
RSL24D1	FAU	0
CNOT2	OPA1	0
UPF1	RPL24	0
TBL1X	KAT14	0
NBN	POLR1G	0
POLA1	CHD8	0
STAT1	INTS2	0
GLE1	ERCC1	0
KMT2B	MRPL51	0
RALY	XRN1	0
RAB5A	CAPN1	0
DCLRE1C	CHTF8	0
APP	PIGT	0
RICTOR	VCP	0
RPL3	SUZ12	0
ANKRD11	ACTR8	0
STAU1	LENG8	0
TAF9	EPB41L3	0
HTRA2	CHTF18	0
CDC5L	MED4	0
SMDT1	INTS8	0
RPL34	STAU1	0
SRSF3	YWHAG	0
RFC1	ACTR8	0
BOP1	MPHOSPH10	0
MRPL16	U2AF2	0
DYNC2H1	SUZ12	0
TAF11	SQSTM1	0
KMT2C	SETD1B	0
RPL5	UBAC1	0
GEMIN5	PRPF3	0
POLR2J	SMARCA4	0
CDK4	BAG3	0
CDC5L	TAF1A	0
ASF1B	MTA3	0
RBBP7	ASF1A	0
CNOT11	XRCC4	0
GORASP1	BLOC1S5	0
SRSF6	TNIP1	0
MRPL17	ACIN1	0
SEL1L	NOTCH2	0
ATL3	INTS2	0
VPS16	SEPTIN8	0
MRPL22	CENPQ	0
RPS10	RBM15	0
ANKRD11	RIN1	0
MRPL45	SEL1L	0
TAF6	FARP2	0
C1QBP	ZZZ3	0
PRPF6	GTF2I	0
BAG5	CCT2	0
CNOT1	HAUS5	0
HERC1	DDX28	0
TRIM32	YAP1	0
HNRNPU	SNRNP27	0
ULBP3	MGAT1	0
SRPK1	FASTKD2	0
SSRP1	TEX10	0
SELENBP1	TRAPPC5	0
RPS27A	PES1	0
PPP2R1B	ERAP1	0
MED14	MCM8	0
CASK	RPS19	0
BUD31	MRE11	0
APC	TUBGCP3	0
RFC1	DKC1	0
SMARCA1	YBX1	0
ANAPC7	HPS5	0
CRY2	TNKS	0
SNAPIN	LRRC8A	0
H2AX	TAF1B	0
AQR	RPL12	0
SNAPIN	NOS1AP	0
MAP2K1	SRRM2	0
VPS11	INTS1	0
COA1	NPHP4	0
CENPH	HOOK1	0
DMAP1	FTH1	0
NCAPG2	IARS1	0
CCP110	ARHGEF2	0
RPL28	TAF1B	0
MRPL11	RPL14	0
MED25	ANK3	0
PIGU	HOOK2	0
HAUS7	NCAPH2	0
PPM1G	RPS19	0
HERC1	BAG3	0
TGFB1	RAD51C	0
KPNA3	RPL27	0
AP2M1	MAPK1	0
YBX1	RPS4Y1	0
SNW1	INVS	0
PPP2R1B	BRCC3	0
BRIP1	MRPL51	0
BMI1	RPP38	0
MRPL11	UPF1	0
CHD8	POLA2	0
RCOR3	PARD6B	0
HSP90AB1	CCNE1	0
TEX10	TNFRSF10B	0
RPL19	MRPL22	0
SETD1A	ERCC4	0
MT-CO3	DERL2	0
USF2	ESS2	0
SKIV2L	CSE1L	0
ZCRB1	RPS4X	0
INTS5	COX16	0
MED26	TAF7	0
DOCK7	MRE11	0
CPSF7	RBM39	0
HPR	MRE11	0
MT-CO1	MRPL21	0
PPP1R12A	BBS2	0
WASHC5	SPC24	0
STX6	ORC1	0
TRIM27	CHD4	0
MKS1	RAF1	0
AP5M1	BRK1	0
INTS8	IL6ST	0
NCAPD3	POLR1G	0
SETD1A	CWC22	0
GLE1	HSF1	0
MT-CO1	MT-ATP6	0
RPS8	MRPL38	0
VANGL1	MGAT5	0
NCOA2	MAP2K2	0
STK3	CNOT9	0
PRIM2	XRCC4	0
IMP3	RAD21	0
VAMP2	CP	0
HAUS1	SZT2	0
CSTF1	SNRPD1	0
NOTCH1	PPP2R2A	0
MRPL1	MOV10	0
MRPL2	NDUFAB1	0
MRPL9	THOC1	0
MRPL42	NDUFB9	0
GTF2F2	SF3A1	0
KAT2A	POP4	0
MRPL32	MT-CO1	0
ZRSR2	SRSF4	0
ACTB	VCP	0
THOC3	CCT2	0
KAT5	ACTR8	0
PMS1	PLXNA3	0
TFIP11	CLNS1A	0
SPG7	MAGT1	0
CENPH	DNM1L	0
MRPL24	GLE1	0
MAD2L2	CWC22	0
HNRNPC	CENPU	0
TOMM40	HGS	0
CCT3	SNRNP40	0
KAT14	MKS1	0
SPAG9	DERL1	0
RPL7	CDK12	0
MTOR	DDX23	0
MAP3K7	FKBP15	0
HSP90AB1	BRAF	0
ETF1	DNM2	0
RPL21	SRRM1	0
TBL1X	BRD4	0
TOP1	DDX46	0
RPS28	RSL24D1	0
HERC1	IKBKB	0
LAMTOR2	LMO7	0
INTS4	VPS51	0
CUL1	TP53	0
VAMP3	PIGS	0
IMP4	NDUFB5	0
SPC24	GLMN	0
ARRB2	TNFRSF10B	0
CDC40	CHD3	0
SF3B4	RPL11	0
YAP1	ABL1	0
NASP	PARP1	0
COG1	MED23	0
RPL4	PPP2CA	0
PRIM1	CABIN1	0
STAT1	CDK6	0
TUBB	CDC20	0
LRRC8C	COA1	0
MORF4L1	HAUS3	0
SEPTIN7	MRPL41	0
BOP1	FGFR1	0
SRRT	PPP1R12A	0
TAF1C	STK3	0
MAD1L1	PPP2R1B	0
RPS16	DHX8	0
MKLN1	PCNT	0
PARN	SF3B1	0
AP3B1	PRAME	0
TBP	DNM2	0
PDIA6	ATP5IF1	0
MYH9	GLMN	0
KTN1	PIGS	0
TRIM33	HSPA2	0
CCP110	ATP5F1C	0
PPP1R12A	PPME1	0
VPS18	INTS5	0
PSMC3	ACTR8	0
TRRAP	DISC1	0
TJP1	RPS9	0
TMEM67	F10	0
SLC9A3R2	FLT4	0
XAB2	RPAP1	0
RPL3	SENP3	0
RPL15	CASC3	0
HDAC3	RREB1	0
MRPL24	WDR26	0
MED14	LIN7A	0
IGF2BP3	RPSA	0
HERC1	PTCD3	0
PTCD3	MRPL35	0
GID8	MRPL11	0
RPL7	DHX30	0
HAUS5	SNAPIN	0
EEF1G	WASHC5	0
H1-1	CWC22	0
MAD2L1	TBL1XR1	0
PPP2R2A	CASC3	0
VANGL1	MRPL16	0
MARS1	INTS2	0
RPL6	NUP42	0
APOL1	RAB27A	0
PPP3CB	PCNT	0
IFT80	ZNF281	0
SF3B3	POLD4	0
HAP1	HGS	0
MDM2	NOTCH1	0
RFXANK	MKS1	0
MRPL12	RPS3A	0
SIGMAR1	DDX20	0
FYN	CDH1	0
MT-ND4	TRAPPC1	0
WDHD1	TAB2	0
FANCG	TUBA1A	0
RFC3	ACTR8	0
SKP2	MCM8	0
CBX4	CBL	0
INTS6	PSMC3IP	0
SNRNP70	YBX3	0
INO80E	SRSF11	0
POLR2A	PSME1	0
RBPJ	CHEK1	0
CASK	PSMC3IP	0
IMP4	TAF1A	0
SENP3	SIN3A	0
HAUS3	NCOR2	0
MED30	KIF5C	0
POLR1A	NOS1AP	0
EHMT2	CHAF1A	0
SMARCA2	TAF7	0
KIF5B	CDK6	0
PRAME	AGPAT2	0
PIDD1	KAT5	0
CD47	FGB	0
RELA	BRD4	0
EHMT2	RBBP4	0
ATP5IF1	RPP38	0
PRKCI	BAZ2A	0
MED13L	ACTR5	0
GEMIN4	COX15	0
CUL2	CPSF4	0
CENPH	COG7	0
BRMS1L	APC	0
MRPL2	RPS8	0
SYMPK	H2AZ1	0
AKAP8L	TRIB3	0
SRC	SGF29	0
AKT1	HPS5	0
RUVBL2	GAR1	0
DYNLL2	YAP1	0
PIN1	NELFA	0
GPAA1	FGB	0
MRPL43	RPS4Y1	0
RPS20	IMP3	0
POLR2C	SMARCB1	0
YY1	INO80B	0
NDUFB5	RAB9A	0
GTF2F1	ETF1	0
MECP2	RPS8	0
SRC	MT-ATP8	0
IKBKG	HDAC5	0
YAP1	BAG3	0
HOOK3	BECN1	0
MAD1L1	ANK3	0
ARHGEF7	BAZ1A	0
CLTC	POT1	0
MRFAP1	SUPT6H	0
MKLN1	MTA2	0
MRPL3	BAZ1B	0
SMARCE1	STAG2	0
STAG2	IPO4	0
APP	STX3	0
VPS8	NELFCD	0
RPS3	MYBBP1A	0
XRN2	RAD21	0
CRNKL1	MRPL42	0
MRPL24	POLR1E	0
PPIL2	DDR1	0
CCP110	CBX4	0
CCT3	SKP1	0
TBP	DICER1	0
FOXO3	ULK1	0
FANCG	POLD3	0
TFIP11	CASC3	0
INTS8	SGCB	0
CCP110	KAT8	0
ZMYM2	CCT3	0
APPL1	CHUK	0
SF3B3	INTS12	0
MRPL19	SF3B4	0
MRPL43	THOC2	0
KAT14	TRIM33	0
NELFB	GLMN	0
NOP10	SRSF1	0
ZMAT5	CRNKL1	0
ATP5F1A	TUBGCP3	0
TRAPPC8	ARRB2	0
SAV1	CDK7	0
SSRP1	MRPL50	0
POLR2D	POLR1A	0
CRNKL1	CNOT11	0
AIMP1	NPHP4	0
GCA	PDIA6	0
ABI1	RICTOR	0
MRPL51	IPO4	0
EIF4A3	TBL1XR1	0
NDUFV3	MTA1	0
GEMIN5	CACYBP	0
HDAC3	NPHP4	0
LRRC8E	EPHA1	0
DAXX	MPHOSPH8	0
MRPL51	TRIM25	0
PPP2CA	GLE1	0
TRIM33	RPS4X	0
DHX16	TADA2A	0
WDR61	CCT3	0
DCAF1	SRRT	0
MAP2K2	TLE4	0
DNM2	TSG101	0
RPP14	U2SURP	0
SRSF6	CEP164	0
ABI1	RBM15	0
DOCK7	EHMT2	0
CNOT6	WASHC2A	0
ILF3	TAF1C	0
SUZ12	EXOSC10	0
SKIV2L	INTS8	0
CCP110	VPS18	0
ZMYM2	TAF7	0
PRIM2	NFKB2	0
FANCG	MAD2L2	0
RPL13	PDIA6	0
SPG7	LRRC8E	0
TRAPPC10	PPP1R12A	0
MRPL17	MKLN1	0
BLM	GLE1	0
MTIF2	ATP5F1B	0
FANCG	COG7	0
NCOA2	TAB2	0
ANAPC7	CNOT10	0
SF3B2	GRWD1	0
FANCG	AGPAT2	0
TAF10	CPSF4	0
WDR77	BUD31	0
TNIP1	CSTF3	0
TLE2	HSPA1B	0
TSC2	RICTOR	0
CHUK	ACTR5	0
ARNT	SF3A3	0
TRIM27	SMAD3	0
MED8	HPS6	0
VANGL1	SGF29	0
MRPL44	WDR12	0
HTRA2	MPP7	0
RIPK1	MKS1	0
ITPR3	PRKAA1	0
MAPK1	RPL14	0
DKC1	SNRPD1	0
AXIN1	LIN9	0
VAMP3	ITGA6	0
PSMC3	FAF2	0
POLR1E	RPL10A	0
CRNKL1	MRPL39	0
FBXW8	THOC3	0
CDC40	CCT3	0
CNOT2	SNRNP40	0
MRPL49	TAF1C	0
RPL14	IMP4	0
MED29	KMT2D	0
SRSF5	TAF1B	0
USP46	FARP2	0
TRA2B	MRPL15	0
MICU2	FANCG	0
CCT3	ARID4A	0
RSL24D1	GAR1	0
DDX11	GPS1	0
RBBP7	TBL1XR1	0
GOLGA2	BLOC1S1	0
SET	TRAPPC6B	0
HERC1	GEMIN5	0
CHD4	IKBKB	0
INTS4	SKIV2L	0
RPL18A	CHD3	0
TAF10	SRSF11	0
THRAP3	CRNKL1	0
SCAF8	CNOT11	0
SMARCA2	KEAP1	0
TRRAP	HAUS5	0
TRAPPC10	YWHAE	0
NUP160	AP3M1	0
SRSF4	RPS10	0
HMG20A	BAZ1A	0
GEMIN5	MRPL55	0
MPRIP	PAXBP1	0
HAUS8	ATF7	0
HIP1R	CCNB2	0
DYNC2I2	DISC1	0
BMI1	YBX1	0
MED29	ULBP2	0
ARHGEF7	HPS5	0
C1QC	HSPA5	0
LRRC8C	ATR	0
PPIL2	XRN1	0
HPS5	CEP164	0
ATP5PB	NCAPH2	0
SRC	SNAPIN	0
POLR1E	RPL4	0
RPS17	MRPL55	0
MYBL2	BMI1	0
RBM22	RPL13	0
RPS25	MRPL49	0
NCSTN	ATP5F1B	0
SPEN	MED12	0
SRPK1	TAF1B	0
C1QBP	YEATS2	0
EXOC5	BRK1	0
HPS6	RFXANK	0
TRRAP	CXXC1	0
CDK12	AFDN	0
SYF2	ZNF326	0
HSP90B1	SPG7	0
CD47	PIGS	0
EXOC5	MT-CO1	0
RPL6	SART1	0
URI1	PRKAA1	0
BTRC	ARHGEF7	0
NDUFB4	GLMN	0
SRSF1	MRPL16	0
TRIM32	MGAT1	0
N4BP2	ZZZ3	0
NOTCH2	NRP2	0
CTBP2	MAP2K1	0
POLR2A	MED20	0
NCBP1	BAZ1A	0
FTL	DMAP1	0
MRPL16	TAF1B	0
SUZ12	IGF2BP1	0
PALS2	SF3A1	0
BRIP1	BRMS1	0
CLNS1A	C1QBP	0
MECP2	RPL8	0
DDX28	MRPL53	0
BCAS2	MRPL40	0
ARID1B	ATF7	0
AQR	RPAP1	0
EXOC6	IQGAP2	0
MRPL43	RBM39	0
NUDCD3	KEAP1	0
MTA1	UBA2	0
MPRIP	BAZ1A	0
IRF2BP2	WDHD1	0
OS9	MRPL49	0
GPAA1	ATR	0
KPNB1	YBX1	0
SMC2	PIK3C2A	0
MRPL28	H2AX	0
KMT2A	EXOSC10	0
APC	HDAC7	0
DDOST	NRP2	0
TUBB	SERPINA3	0
CENPH	PCNT	0
MAD1L1	BLOC1S2	0
PCNT	CDCA8	0
NELFB	NDUFA12	0
HAUS1	BLOC1S2	0
INO80E	ARHGAP17	0
MGAT4B	NDUFB6	0
RBM15	RPL8	0
ATRIP	STAG1	0
CENPN	RPL24	0
MRPL30	CCNB1	0
GID8	NDUFB10	0
APOA1	PPP2CA	0
DTNBP1	HOOK2	0
VPS52	PRPF8	0
ARHGEF2	CEP164	0
ANAPC7	NPHP4	0
TOMM40	ATR	0
MRPL30	RPL18	0
HAUS3	DDX28	0
XPO1	COG8	0
MRPL49	RPL10A	0
FKBP5	HAUS6	0
MTOR	ATR	0
CCT8	ZNF207	0
PAXIP1	WDHD1	0
THRAP3	RBM25	0
TTC37	SKP1	0
DYNC2H1	HAUS8	0
TUBB	CXCR4	0
SMAD1	TUBGCP3	0
HOOK3	MRPL51	0
NUF2	KTN1	0
CDH5	MICU1	0
DHX8	ACTR5	0
IPO4	MCM2	0
IKBKG	RPL13A	0
HAUS5	SYMPK	0
PRPF8	CHD4	0
PPP6R3	UBAC1	0
WEE1	RICTOR	0
GTF2I	MRPL39	0
SGCB	CTNNA1	0
POU2F2	NDUFB8	0
XRN1	POP1	0
HOOK3	TSC2	0
CAMK2D	STUB1	0
BAG5	SPAG9	0
ECSIT	VPS8	0
TAB2	PCNT	0
MRPL39	CASC3	0
PRPF40A	SPAG9	0
NDC80	JUN	0
BOP1	CDK12	0
IGHM	HUS1	0
CDK12	PCF11	0
SMARCC2	CDC7	0
BRD4	PIK3R1	0
RB1CC1	NDUFA7	0
FN1	FGG	0
HOOK3	ARHGEF2	0
CWC22	IFT80	0
GOLGA2	RAF1	0
BRD4	SF1	0
DZIP1	AP2A1	0
BACH1	TRAPPC2	0
L1CAM	PLXNA2	0
PRKCA	ATP5IF1	0
BRAF	DNM1L	0
RCOR3	RBBP4	0
MRPL27	SF3B2	0
ZMYM2	EEF1A1	0
CPSF7	CSE1L	0
PLD1	RPS4Y1	0
ITGAV	FLT4	0
GPAA1	CENPK	0
RPS3A	TRIB3	0
HERC1	TUBGCP2	0
CUL1	COPS2	0
PRMT5	YWHAG	0
ERBB2	MT-ND5	0
TAF9	IQGAP2	0
MLLT1	AP3S2	0
RPAP1	MED22	0
MAP2K2	DDX20	0
NEK2	PPP1R13B	0
PDCD2	RHOA	0
RPS5	MRPL10	0
CALR	EEF1A1	0
SAP18	SRSF1	0
CREB1	MRPL20	0
MLST8	DNM1L	0
ARRB2	STX16	0
RPL18A	GAR1	0
TUBGCP3	DNM2	0
WASF2	PIK3C2A	0
BOP1	RPL4	0
SIRT1	CBLIF	0
CNOT6	MTA3	0
ATP2A1	BSCL2	0
INO80D	YY1	0
CDC5L	DDX21	0
SCNN1A	LRRC8A	0
EP400	RPAP1	0
RPL18	MRPL50	0
PRKDC	APBB1	0
KPNB1	WDR12	0
SIRT1	MCRS1	0
AFF1	ARID4A	0
TFIP11	IKBKG	0
AMFR	DDX20	0
VPS50	SMDT1	0
CYLD	PARD3	0
WWC1	SQSTM1	0
RAD50	POLR1G	0
ERCC6	RICTOR	0
CDC5L	MRPL39	0
SGF29	PRUNE1	0
CASK	MED4	0
ANAPC7	VPS18	0
TBP	MOV10	0
VPS39	DAXX	0
BAG5	CCP110	0
RPL24	PLXNA1	0
EEF1A1	CSE1L	0
TERF2	TOMM22	0
TSC2	NDUFB3	0
MRPL11	CENPQ	0
HIP1R	SNAPIN	0
TMEM67	EXOC5	0
TCF3	FN1	0
U2AF2	ACTR5	0
PRPF8	INTS3	0
SNRNP48	HAUS8	0
MRPL39	HNRNPC	0
MAD1L1	HOOK2	0
FN1	AFDN	0
DZIP1	KLC1	0
YBX3	DDX28	0
SZT2	RPAP1	0
GOLGA2	DSCC1	0
KLC1	SAV1	0
SNX1	MRPL46	0
CHTOP	RPLP1	0
WBP11	TAF1A	0
PIK3R1	CRKL	0
GCN1	RICTOR	0
AP3M1	PIN1	0
MED30	POLR2F	0
CRNKL1	CCT6A	0
EXOSC10	CENPC	0
PHC2	BUD13	0
OS9	MRPL23	0
XRN1	BLM	0
MRPL45	RPS5	0
MRPL19	DAXX	0
TERF2	TAF1C	0
YBX1	TAF1A	0
EXOC5	CDYL	0
RPP40	LAS1L	0
ERAP1	PRAME	0
CNOT6L	TAF6	0
BOP1	MPP7	0
AJUBA	LATS1	0
HAUS1	STX1A	0
MRPL47	UPF1	0
NUDCD3	GIT1	0
DDX11	NCAPH2	0
FYN	PPP1R12A	0
CUL2	INCENP	0
FASTKD2	INTS5	0
CDYL	BACE1	0
HRAS	ABI1	0
SPC25	XPA	0
GID8	FGA	0
MCC	JUN	0
EIF3H	DNM1L	0
SAV1	MRPL55	0
RPP25	GTF2F2	0
LIN9	PMS1	0
MICU2	TOMM22	0
POLR1A	MRPL4	0
INSR	PPP2R2A	0
BBS1	PPP1R13B	0
RPL26	PES1	0
INO80E	XRCC4	0
VPS52	NCOR1	0
SRRM1	MRPL54	0
THOC2	MRPL22	0
PPME1	MED22	0
IKZF4	WTAP	0
VANGL2	NCAPH2	0
VPS33B	VPS29	0
CCP110	TUBA1A	0
MRPL43	EEF1A1	0
CDC5L	INTS6	0
SKP2	CCND2	0
MRPL37	RPS20	0
AP5Z1	FANCA	0
NCOA2	CXXC1	0
CAND1	RARS1	0
PELP1	ZCRB1	0
MRPL2	NDUFB5	0
SIRT1	MTIF2	0
MPHOSPH10	CENPT	0
PPP6R3	RPLP0	0
DYNC2LI1	INTS12	0
MRPL28	SSRP1	0
VPS39	INTS6	0
PRKAA1	MRPL54	0
MRPL51	MKLN1	0
PRIM1	WASHC4	0
ATG13	ABI1	0
CCT2	SETD1A	0
RPL37	MRPL21	0
LSM5	PPIH	0
BBS1	SKP1	0
PARN	PPM1G	0
CASC3	ETF1	0
HIP1R	HAUS7	0
FIG4	POLE	0
CRNKL1	PTCD3	0
TRRAP	DNMT1	0
MRPL51	DAXX	0
CXCR4	PLXNA1	0
RPS20	DDX28	0
VPS52	VPS35	0
RIPK1	RNF123	0
HAUS5	BLOC1S1	0
MBD2	TCP1	0
MED17	TAF1C	0
NCAPG2	FBXW11	0
STX6	CNOT7	0
RANBP9	MGAT5	0
NEDD8	ELOC	0
HSPB8	FGA	0
TBL1XR1	TLE4	0
PSEN1	FGFR1	0
MRPL9	CTCF	0
SPC24	BRCA2	0
RPL7	MRPL18	0
MBIP	BLOC1S2	0
TJP1	ORC2	0
NOP10	CENPQ	0
TRIM27	MRPL11	0
HERC1	WRAP53	0
NCOR2	ATF7	0
IKBKG	CDK7	0
CKS1B	CCT5	0
SERPINA1	FGG	0
MAD1L1	NFKB2	0
CCP110	MTA2	0
DCAF1	RPL8	0
GTF2F1	POT1	0
SIKE1	PPME1	0
SKP2	DDX46	0
DHX30	PPP1R13B	0
RSL24D1	LRPPRC	0
MTA3	MED19	0
PPP6R3	NPM1	0
GTF2F1	RICTOR	0
EXOC5	KLC1	0
DYNC2LI1	ORC5	0
KPNA1	CNOT11	0
CCNT1	CENPQ	0
TEX10	MRPL4	0
TGFB1	VHL	0
DYNLT1	FIS1	0
IFT80	PSMC3IP	0
ARHGEF2	MRE11	0
SENP3	CENPC	0
TRAPPC6B	DLG1	0
TAF1A	INO80	0
N4BP2	PLCG1	0
SRC	MED20	0
PLD1	INTS6	0
RCOR1	ZZZ3	0
KAT14	CKS1B	0
GOLGA2	CCNA2	0
MAP3K5	HPS5	0
ZMYM2	VIPAS39	0
YAP1	EIF3A	0
TRAPPC9	PACS1	0
SYMPK	PSMC3IP	0
RPS8	LENG8	0
EED	MTA2	0
NELFE	TUBGCP2	0
DCP2	ZNF281	0
COG1	REEP5	0
RPS5	MRPL4	0
MRPL52	KAT2A	0
RPL35	FNTA	0
SETDB1	FASTKD2	0
CCT7	CKS1B	0
NHP2	RPL7A	0
PRPF40A	POLR1G	0
PPP2R1B	VHL	0
THOC3	TCP1	0
PLCB3	GPX1	0
BAZ1B	CXXC1	0
RUVBL1	SGF29	0
ASF1B	EED	0
MDM2	CENPQ	0
DDX11	RIN1	0
GOLGA2	MPRIP	0
HSPA5	CDC6	0
MT-CO1	OPA1	0
WASHC2A	BLOC1S2	0
TRADD	PSME2	0
DZIP1	CABIN1	0
MAP2K2	TAF1	0
WEE1	DCP1A	0
HAUS3	OPA1	0
PRIM1	BRCA2	0
L1CAM	IGF2R	0
RBBP8	LACTB	0
RBBP8	POP4	0
RFC3	XPO1	0
NCAPG2	YAP1	0
GMNN	SKP2	0
HERC1	DSCC1	0
YY1	POT1	0
SNW1	EPB41L3	0
TRIM32	BSCL2	0
SENP3	IMP3	0
ATRIP	COG8	0
POLR1E	PPP1CA	0
RPL3	ZNF326	0
HAUS1	URI1	0
SNX6	CCP110	0
H2AZ1	MDM2	0
RREB1	MAP3K7	0
CDC40	LSM1	0
CCT4	ACTR8	0
FYN	NSMCE4A	0
COG1	ZFYVE27	0
WDR48	INTS8	0
RPL18	NHP2	0
MRPL34	MOV10	0
EPRS1	STAG2	0
CUL1	DCP1A	0
PIK3C2A	NPHP4	0
CHAF1A	C1QBP	0
MT-ND1	INTS8	0
VANGL1	BUD13	0
KSR1	WWC1	0
CHTF18	ARHGEF1	0
DKC1	ORC2	0
NDUFAF1	MCUB	0
PPP2CA	PDIA6	0
