Complexes(UniProt IDs)	virus-related-protein	Percentage(|virus-related-protein| / |complex|)
Q8N465;Q9H3H1;Q5JPH6;O95363;Q96CM8;Q9NVH6;P22033;Q99797;Q15031;Q969S9;Q02252;P12694;P26440;O14874;Q4G176;P51553;Q969Z0;Q9BW92;P30038;Q7Z3D6;O95900;A6NJ78;Q96CB9;P43897;Q6JQN1;Q6PI48;Q9UL12;Q5T160;Q96RP9;Q7L3T8;P42765;P27144;P05165;O75127;Q6UB35;Q9NSE4;Q9ULD0;Q9Y606;P05166;P22830;Q96I59;P11498;Q5TC12;Q9Y2Z4;Q96DP5;O75616;O95299;Q9H4K7;Q8NFV4;Q9UI43;Q8N442;Q96GW9;Q9BXW7;P13196;O94925;Q5JTZ9;Q9Y2Z2;Q9Y375;Q6P587;Q05932;Q14197;Q96RQ3;Q9HA92;Q16740;P11182;P49590	4	0.0606060606061
Q9Y680;O95881	1	0.5
Q7Z2K6;Q8TEQ8	2	1.0
Q9UJZ1;Q9UKA4	1	0.5
P34059;O00754;P61916	1	0.333333333333
P22033;Q96CM8;Q7L3T8;O14874;Q96RP9;Q969S9;P12694;Q99797;Q5T160;Q9ULD0;Q5JPH6;Q9NVH6;P26440;Q9BW92;Q9NSE4;Q15031;Q4G176;P05166;Q969Z0;P30038;P42765;P27144;Q96CB9;P05165;Q8N465;Q7Z3D6;Q6PI48;Q6JQN1;Q9UL12;P51553;A6NJ78;Q6UB35;P43897;Q9Y606;O75127;Q96DP5;Q96I59;P22830;Q5TC12;Q02252;O95900;Q9H3H1;P11498;Q9Y2Z4;O75616;O95299;Q6P087;Q9H4K7;Q9UI43;O95363;Q8NFV4;O94925;Q8N442;P13196;Q9BXW7;Q5JTZ9;Q9Y375;Q96RQ3;Q9Y2Z2;Q6P587;Q05932;Q14197;Q9HA92;P11182;P49590	4	0.0615384615385
Q9BSC4;Q68CQ4	1	0.5
Q13310;Q4VXU2	1	0.5
Q9Y5J6;Q9Y5J7;P62072	3	1.0
Q9HAU0;Q14012	1	0.5
Q8IWA0;Q9H0S4;Q9GZR2;Q8TDN6;Q9H7B2;P42696;Q8N567;Q9UHA3;Q9H6F5	1	0.111111111111
Q9NVU7;Q15572;Q9H6W3;P46087;Q8IY37;Q9NVX2;Q9H0U9;Q8TDN6;Q9Y324;Q9H7B2;Q9Y3C1;P42696;Q9NQZ2;Q9GZR2;P17020;O15226;Q6RFH5;Q14692;Q5QJE6;Q8IY81;Q68D10;Q9Y221;Q8TDD1;Q9Y2R4;Q8N567;Q12788;O75683;O95625;Q7L3S4;Q9H501;O15381;Q8WTT2;Q9H6F5;Q15269;Q9UHA3;Q9H2G4;Q9Y5J1;Q8NI36;Q9UGN5;Q15397	1	0.025
Q00994;O15318;Q9UK73;Q6UUV7	1	0.25
Q92995;P22612	1	0.5
Q13233;Q13310	1	0.5
Q9NV64;Q9BVK2;Q9UKY4;Q7Z7B1;Q5BKT4;Q9HA82;Q8N5B7;O00258;Q75T13;Q92903;Q643R3;Q9H6U8;P35610;Q9BV10;Q86UL3;Q2TAA5;Q96G23;Q6ZMG9;Q7Z2K6;Q6P1A2;Q9BRB3;Q9H3S5;Q8TEQ8;Q6UWP7	4	0.166666666667
P0C7P0;Q86WW8	1	0.5
Q9H3N1;Q7Z2K6	1	0.5
Q9NRP0;Q00765;Q96KA5;Q86V85;Q9NX61;Q86UL3	1	0.166666666667
Q11206;Q70JA7;P52849;P52848;Q8TE99;O94923;Q9P2E5;O60512;Q5VSG8;Q8IXK2;Q9UBX8;Q86X52;O43529;O60704;Q8NCL4;Q86SF2;Q8N3Y3;O60513;P26572;Q6P9A2;Q9UBV7;O60507;Q9NY97;Q9H1C3;Q8IUC8;Q92187;Q10469;P49641;Q86SR1;Q96MM7;Q9H4F1;Q7LGC8;Q8NDV1;Q9Y274;Q9NS84;Q96EU7;Q8NCH0;Q9BYC5;Q09328;Q16394;P33908;Q93063;O43286	2	0.046511627907
Q13349;P15151	1	0.5
Q15345;Q9NWZ5;Q9H9A5;Q460N5;O14733;Q8TD19	1	0.166666666667
P82932;Q9Y2Q9;Q9Y399;Q9Y2R5;P82650;P82930;O60783;O15235;P82664;P82921;Q9Y3D5;P82912;Q9NVS2;Q9Y2R9;Q9Y3D3;P82673;Q96EL2;Q9Y291;P82933;Q9Y6G3;P82675;Q9BYC9;Q9NRX2;Q9NX20;Q9P015;Q96A35;Q16540;Q96GC5;Q9BYD6;P82663;Q8TCC3;Q9BYD3;Q5T653;Q9HD33;P09001;Q7Z7F7;Q9BYD2;Q9Y3B7;Q9NZE8;Q9BYD1;Q9NYK5;Q9BZE1;Q9NP92;Q8IXM3;Q8N983;Q9BQC6;Q86TS9;Q13084;Q9H2W6;Q9Y3D9;Q14197;Q9NQ50	3	0.0576923076923
Q9P0V8;P15151	1	0.5
P26006;P05556	1	0.5
Q08397;P58166	1	0.5
Q9BU23;Q9H6U8;Q8TEQ8;Q9UKY4	1	0.25
Q5T1M5;Q00610	1	0.5
Q9BQT8;Q8TBP6;Q9H061;Q8N8R3;P00414;Q9H3K2;Q9H300;Q9NPL8;P09669;Q96AG3	2	0.2
O95178;O96000;Q16718;P56556;O95182;O43678;O75380;O15239;O75438;P03891;Q9NX14;P17568;O95139;P51970;P49821;P19404;O95168;O43920;P03897;Q9Y6M9;P56181;O43181;O75489;P28331;O75306;O14561;Q9UI09;O95167;O95299;O75251;O00217	1	0.0322580645161
A8K8V0;Q9ULX6	1	0.5
Q7Z2K6;Q8TEQ8;Q96N66	2	0.666666666667
P83731;P46776;P49207;P46778;Q02543;P50914;P30050;P62910;P62899;P18077;Q9Y3U8;P05386;P62888;P61353;P05387;P32969;P62917;P62906;P61254;P18124;P61513;Q07020;P61313;P62913;P62424;P40429;P62854;P46777;P62277;Q02878;P62263;P36578;P05388;P62241;P62847;P26373;P62750;P46782;P08708;P42766;P62269;P46781;P39019;P39023	1	0.0227272727273
P51572;P00387	1	0.5
Q9Y6E2;Q7L1Q6	1	0.5
Q6ZMG9;Q86UL3;O95674;Q6P1A2;Q4ZIN3;Q53EU6;Q9BVG9;Q96AA3;Q8TEQ8;Q96N66;Q6DD88;Q5BKT4;Q8N0U8;Q9H6H4;Q8NHH9;Q92903	1	0.0625
O60513;P52849;Q86SR1;Q70JA7;Q9UBX8;P52848;Q92187;Q8TE99;Q8NCL4;Q6P9A2;O94923;O43529;Q10469;Q8N3Y3;P49641;Q86SF2;Q9P2E5;Q8IXK2;Q9NY97;Q11206;Q8IUC8;O60507;O60512;O60704;Q5VSG8;Q86X52;Q9UBV7;P26572;Q9H1C3;Q96MM7;Q9Y274;Q7LGC8;Q8NDV1;Q9NS84;Q96EU7;Q8NCH0;Q8N428;Q09328	2	0.0526315789474
P28290;Q6PFW1;Q7Z6B7;Q9UQC2;Q14CB8;Q9UJM3;O94921;Q9UK80;P35568;Q5VV41;Q99759;Q9NYL2;Q9BZ23;A6ND36;Q9Y2U5;P30307;Q6UUV7;Q16877;Q5JSL3;Q9BPZ7;Q96PE2;Q8WUY9;Q5VT97;Q01433;O95544;Q96B36;Q8WUI4;P19532;O60825;Q16875;Q6AWC2;P54253;O14924;Q14693;P30305;Q7Z401	1	0.0277777777778
Q9Y324;Q9Y5J1;O15213;Q9NQZ2;Q9H9L3;Q15269;Q8TDN6;Q9H7B2;P42696;Q8NI36;Q9H6F5;Q9NVX2;Q96G21;Q9Y3C1;Q14690	1	0.0666666666667
Q96RQ3;P05166;Q9NSE4;P05165;Q9Y375;Q9NP81;Q7L3T8;Q5JRX3;Q96RP9;Q5JPH6;Q15031;Q96CM8;Q9NVH6;Q4G176;Q9BW92;P22033;P12694;O14874;P26440;Q6JQN1;Q99797;Q5T160;Q7Z3D6;Q8N465;Q96CB9;Q969S9;Q9ULD0;Q6PI48;Q9UL12;P30038;P27144;P42765;Q969Z0;Q6UB35;Q9Y606;P51553;A6NJ78;Q96I59;P43897;P22830;O75127;Q96DP5;Q5TC12;Q8NFV4;O75616;Q9Y2Z4;P11498;O94925;Q9BXW7;Q96GW9;O95299;Q9H4K7;O95900;Q6P087;Q16740;Q8N442;Q9UI43;Q9Y2Z2;Q5JTZ9;Q7L592;Q9BQ52;Q9HA92	5	0.0806451612903
Q15047;O75506	1	0.5
P31944;Q9BTL4;Q14140;Q9BQ95	1	0.25
Q86UL3;Q96MH6;Q8TC24;Q6UWJ1;O75352;Q8NDZ6;Q2TAA5;Q8NE01	1	0.125
Q86SK9;Q4ZIN3;Q8NBM4;P37268;Q99943;Q53EU6;Q2TAA5;Q643R3;Q86UL3;O95674;Q92604;P38435;Q9HD20;Q9BVG9;Q7Z2K6;Q96N66	3	0.1875
Q13206;Q9UGR2	1	0.5
Q9GZT3;Q9NW13	1	0.5
Q13216;P61962	1	0.5
Q8NEY4;O75348;P21283;P36543;Q96A05;O95670;Q13488;P21281;P38606;Q9Y5K8;P15313;Q16864	1	0.0833333333333
Q4G0J3;P29558;Q15434;Q8IUH3;P0CB38	1	0.2
P35243;Q5T1M5	1	0.5
P49748;P13196;P05166;Q9Y375	1	0.25
O95900;Q6P087;Q9BW92	1	0.333333333333
Q9Y4F3;Q9BQS8	1	0.5
Q6NXT6;Q5T4D3	1	0.5
Q9NUQ9;Q8NBX0	1	0.5
Q5VZI3;Q96MH6;Q7Z388;Q8TDW4;Q9NRC1;Q5U3C3;Q12767;Q96B77;Q9H7F0;Q68DH5;P81408;Q7Z2K6;Q9H6A9;Q6P1A2;Q9BRB3;P53794	2	0.125
P61962;Q9H2J4	1	0.5
Q9NXH9;Q9UID6	1	0.5
Q96SN8;Q9Y2K6	1	0.5
Q8TD19;Q15349;P51812;Q9H7B4;O75676;Q96RR4;O14733;Q9NWZ5;Q96LD4;Q86UV5	1	0.1
Q8IUC8;Q70JA7;P52849;O60513;P52848;Q8TE99;Q92187;Q8NCL4;Q7LGC8;Q6P9A2;O94923;Q9NS84;P49641;Q5VSG8;O43529;O60704;Q8N3Y3;Q10469;Q8IXK2;Q86SF2;Q9NY97;Q9P2E5;Q9UBV7;Q11206;O60512;Q9Y274;Q8NDV1;Q96MM7;O60507;Q86X52;Q9H1C3;Q09328	2	0.0625
Q9NRZ7;Q2TAA5;Q92604;P35610;Q643R3;Q6UWP7;Q4ZIN3;Q86UL3;Q8NHH9;O95674;Q53EU6;Q92903;Q96G23;O75352;Q96AA3;Q9BVG9;Q6ZMG9;Q6P1A2;Q7Z2K6;Q8TEQ8;Q9H6H4;Q06136	3	0.136363636364
A6NHQ2;O43818	1	0.5
Q9Y5R6;O95260	1	0.5
Q9H7Z7;Q07820	1	0.5
Q9BQ95;O43251	1	0.5
Q8N4C6;Q8NHV4	1	0.5
Q7LGA3;Q86VU5;Q10469	1	0.333333333333
O75506;Q15025	1	0.5
P13984;P35269	1	0.5
Q9Y6M5;Q8NEW0	1	0.5
Q92685;Q6Y1H2;Q9NXB9;Q5H8A4;O00124	1	0.2
Q15056;Q9NRD5	1	0.5
Q96KA5;Q96SK2;Q8TC24;Q9NX61;Q96AA3;O75352;P38435;Q9Y5Q0;Q9BVG9;Q7Z2K6;Q8TEQ8;Q6P1A2;Q96N66;Q9HD45;Q86UL3;O60725;O95674;Q643R3;P35610;Q6P1M0;Q92604;Q8NHH9;Q6DD88	3	0.130434782609
Q6UWP7;P35610;Q643R3;Q2TAA5;O95674;Q8NHH9;Q96AA3;O75352;P38435;Q6DD88;Q86UL3;Q4ZIN3;Q53EU6;Q92903;Q92604;Q8NBM4;Q9BVG9;Q6P1A2;Q9H6H4;Q7Z2K6;Q8TEQ8;Q06136;Q96G23	4	0.173913043478
O60610;P61586	1	0.5
Q9UNN5;Q5VUA4	1	0.5
Q96CW1;P63010;O94973;P53680	2	0.5
P52815;Q6P1L8;Q96EL3;O75394;Q8N983;Q9BQ48;Q13405;Q9NYK5;Q8N5N7;Q9H0U6;Q6P161;Q9BZE1;Q7Z2W9;Q8TCC3;Q16540;Q9NWU5;Q9BYD3;Q9BYD1;Q96GC5;Q96DV4;Q9BYC8;Q9BYD2;Q9Y3B7;Q9HD33;Q9NZE8;Q13084;Q7Z7F7;Q9NRX2;Q8IXM3;Q9P0M9;Q4U2R6;Q9H2W6;P09001;Q7Z7H8;Q9NVS2;Q9P015;Q86TS9;Q96A35;Q9BRJ2;Q9BYC9;Q9NP92;Q9Y6G3;Q5T653;Q14197;Q9NX20;Q9BQC6;O60783;P49406;Q9Y291;P82663;Q9BYD6;Q9Y2R5;P82664;P82930;Q9NQ50;Q96EL2;Q9H9J2;P82673	1	0.0172413793103
O14578;O94887	1	0.5
P52849;P52848;Q8IUC8;O94923;Q6P9A2;Q8TE99;Q8NCL4;O60513;Q70JA7;Q92187;O60704;O43529;Q5VSG8;Q10469;Q8IXK2;Q86SF2;Q8N3Y3;P49641;Q9NY97;Q7LGC8;Q9UBV7;Q9P2E5;Q11206;O60512;O60507;Q86X52;Q9H1C3;P26572;Q96MM7;Q9Y274;Q9H4F1;Q9NS84;Q8NDV1;Q96EU7;Q8NCH0;Q09328;Q93063;P33908	2	0.0526315789474
Q9HD40;P50579	1	0.5
Q9BYZ2;Q9BW92	1	0.5
Q9UJC3;Q86VS8	1	0.5
O75394;Q96EL3;Q9BQ48;Q6P1L8;Q8N983;Q6P161;Q9NYK5;Q13405;Q8N5N7;Q9H0U6;Q9BZE1;Q7Z2W9;Q8TCC3;Q16540;Q9NWU5;P52815;Q9BYD3;Q9BYD1;Q96GC5;Q96DV4;Q9BYC8;Q9BYD2;Q9Y3B7;Q9HD33;Q9NZE8;Q13084;Q7Z7F7;Q9NRX2;Q8IXM3;Q9P0M9;Q4U2R6;Q9H2W6;P09001;Q7Z7H8;Q9NVS2;Q9P015;Q86TS9;Q96A35;Q9BRJ2;Q9BYC9;Q9NP92;Q9Y6G3;Q5T653;Q14197;Q9NX20;Q9BQC6;O60783;P49406;Q9Y291;P82663;Q9BYD6;P82921;Q9Y3D5;P82664;Q9Y2R9;Q9NQ50;Q96EL2;P82912;Q9H9J2;P82673;P82675	2	0.0327868852459
Q6UUV7;Q9NS73	1	0.5
P60866;P62244;P62266;P62854;P63220;P62269;P62851;P08708;P46781;P61247;P61254;P08865;P46782;P39019;P15880;P62249;P62263;P62847;P62841;P62277;P05387;P62241;P23396;P18124;P50914;P84098;P62906;P61513;P62899;P62424;P18077;Q9Y3U8;P46779;P61313;P61353;P05386;P62917;Q02543;P62888;P62750;P49207;P62910;P30050;P46776;P32969;Q07020;P62913;P46777;P40429;P36578;Q02878;P05388;P26373;P42766;P62753;P39023;P46783;P62857;P62861	1	0.0169491525424
P55789;P49590	1	0.5
A0PJZ3;Q4G148;Q96MM7;O43529;Q9H1C3;Q10469;Q86SF2;Q9P2E5;Q96EU7;Q11206	2	0.2
Q96G23;Q6P1A2;Q7Z2K6;Q6ZMG9;Q8NHH9;O75845;Q6ZT21;Q5U3C3;Q96MV1;Q8IXU6;Q8NDZ6;Q9GZU3;Q8NC44	2	0.153846153846
Q9Y2C4;Q96DA6	1	0.5
O75616;Q9NSE4;Q9Y375;P05166;P05165;Q7L3T8;Q96I59;Q5JPH6;Q96RP9;P22033;Q15031;Q96CM8;Q9NVH6;Q4G176;P12694;Q6JQN1;Q99797;Q9BW92;Q5T160;Q8N465;Q7Z3D6;Q969S9;P26440;O14874;Q9ULD0;P42765;P27144;P30038;Q96CB9;Q6PI48;P51553;Q969Z0;Q9UL12;A6NJ78;P43897;Q9Y606;O75127;Q6UB35;P22830;Q96DP5;Q5TC12;P11498;Q9Y2Z4;Q9H3H1;Q02252;O95900;Q6P087;Q9H4K7;Q8NFV4;O95299;Q96RQ3;O94925;O95363;Q9UI43;Q8N442;Q9BXW7;P13196;Q5JTZ9;Q9Y2Z2;Q6P587;Q05932;Q14197;P11182	4	0.0634920634921
P35241;P26038;P15311	1	0.333333333333
Q15468;O43303;Q8TEP8;Q9H6D7;O95684	1	0.2
Q8NE01;Q9P2C4;Q96KA5;Q6UWJ1;P38435;Q96B77;Q7Z2K6;Q9BVG9	2	0.25
O60563;O60885	1	0.5
P52948;Q8WUM0;Q12769;P57740;Q8NFH4	1	0.2
Q9NWN3;Q96DZ1	1	0.5
P51788;Q4KMQ2	1	0.5
P46778;P49207;Q02543;P46776;P50914;P30050;P62910;P62899;P18077;P83731;Q9Y3U8;P05386;P62888;P61353;P05387;P47914;P32969;P62917;P62906;P61254;P18124;P61513;Q07020;P61313;P62913;P62424;P40429;P84098;P62854;P46777;Q02878;P62277;P36578;P05388;P26373;P62241;P62847;P46782;P08708	1	0.025641025641
P11940;P41223;Q8IYB3	1	0.333333333333
O43826;Q4ZIN3;Q643R3;Q2TAA5;Q92903;Q06136;Q53EU6;Q86UL3;Q96G23;O75352;Q96AA3;O14681;Q9BVG9;Q6P1A2;Q7Z2K6;Q9HD20;Q96N66;Q8N0U8;Q9H6H4;Q15800	2	0.1
Q96MH6;Q6P1A2;Q96MV1;A0PJW6;Q9HD20;Q96B77;Q96AA3;Q9P2C4;Q8IXU6;Q9H7F0;Q7Z2K6;Q9H6A9;Q96G23;Q8TEQ8;Q643R3;Q6ZMG9;Q86UL3;Q9NX61;Q2TAA5;Q9BVG9;Q06136;Q96N66;Q00765;Q7Z388;Q8NBI5;Q8NC44;Q9HD45;Q6P1M0	5	0.178571428571
Q9UKY4;Q9BU23;P38435;Q9BRB3;Q9BVK2;Q9NV64;Q5BKT4;Q9H3S5;Q7Z2K6;Q6P1A2;Q8TEQ8;P35610;Q92903	4	0.307692307692
Q8WZA1;O94923;P52848;P52849;Q8IUC8;Q7LGC8;Q9NS84;Q6P9A2;Q8TE99;Q8NCL4;Q70JA7;O60513;P49641;Q5VSG8;Q8IXK2;Q8N3Y3;O60704;O43529;Q8N428;Q10469;Q86SF2;Q9P2E5;Q9UBV7;O60507;Q96MM7;Q9H4F1;Q9NY97;Q8NDV1;O60512;Q8NCH0;Q9Y274;P26572;Q96EU7;Q86X52;Q9H1C3;Q09328	2	0.0555555555556
Q8NBJ5;Q8IYK4	1	0.5
Q7Z2K6;Q96N66	1	0.5
Q92974;Q96N67;Q2M389;Q12768;Q92888	1	0.2
P05165;P05166;Q9NSE4;Q96RQ3;Q9Y375;Q9NP81;Q7L3T8;Q5JRX3;Q96RP9;Q5JPH6;Q15031;Q96CM8;Q9NVH6;Q4G176;Q9BW92;P22033;P12694;O14874;P26440;Q6JQN1;Q99797;Q5T160;Q7Z3D6;Q8N465;Q96CB9;Q969S9;Q9ULD0;Q6PI48;Q9UL12;P30038;P27144;P42765;Q969Z0;Q6UB35;Q9Y606;P51553;A6NJ78;Q96I59;P43897;P22830;O75127;Q96DP5;Q5TC12;Q8NFV4;O75616;Q9Y2Z4;P11498;Q9H3H1;O94925;Q02252;Q9BXW7;O95299;Q9H4K7;O95900;Q96GW9;Q6P087;Q8N442;Q9UI43;Q16740;Q9Y2Z2;Q5JTZ9;O95363;P13196;Q9HA92;Q7L592;Q6P587;Q14197;Q05932;P11182;O00217;P49590;O15091;Q8NCN5;Q9BQ52	5	0.0675675675676
Q92618;O75362;Q92766;Q9P2K3;Q9H9B1;O60341;Q9UKL0;Q92769;Q96KQ7;Q13547	1	0.1
Q9BZE2;P09884	1	0.5
Q8WUY8;Q9BWL3	1	0.5
Q9Y679;Q9Y385;Q9GZP9;Q9UBU6	1	0.25
P46778;P26373;P46776;P62910;P18077;P50914;P83731;Q9Y3U8;Q02543;P62899;P30050;P62906;P32969;P05386;P62888;P62917;P61353;P18124;P05387;Q07020;P61254;P40429;P84098;P61513;P61313;P62913;P62424;P46777;P62854;Q02878;P62277;P46779;P62263;P62847;P08708;P62241;P05388;P36578;P46782;P42766;P62249;P62269;P62750;P39019;P46781;P62841;P15880;P62753;P61247;P23396;P60866;P62851;P62266;P39023;P62244	1	0.0181818181818
A1A5C7;Q53RY4;Q00765	1	0.333333333333
Q9H061;Q9H3K2	1	0.5
Q7Z7H8;O75394;Q96EL3;Q6P161;Q6P1L8;Q8N5N7;Q9BQ48;Q13405;Q7Z2W9;Q9BZE1;Q8N983;Q9NYK5;Q9H0U6;Q8TCC3;Q9NWU5;Q16540;P52815;Q9BYD3;Q96GC5;Q96DV4;Q9BYD1;Q9BYC8;Q9BYD2;Q9Y3B7;Q9HD33;Q7Z7F7;Q9NZE8;Q13084;Q9NRX2;Q8IXM3;Q9P0M9;Q9H2W6;Q4U2R6;P09001;Q9NVS2;Q9P015;Q86TS9;Q96A35;Q9BRJ2;Q9BYC9;Q9NP92;Q9Y6G3;Q5T653;Q14197;Q9NX20;Q9BQC6;O60783;P49406;Q9Y291;P82663;Q9BYD6;Q9Y2R5;P82921;Q9Y3D5;P82664;Q9Y2R9;P82930;Q9Y399;Q96EL2;P82912;P82650;Q9NQ50;P82673;P82675;Q9Y3D9;Q9Y2Q9;P82933;Q9H9J2	3	0.0441176470588
Q6NUN0;Q9BW92;P30038;A6NJ78	1	0.25
Q7L5L3;Q2TAA5;Q7Z2K6;Q6P1A2;Q6DD88;P37268	2	0.333333333333
Q2TAA5;Q6ZMG9;Q96G23;P35610;Q6UWP7;Q643R3;Q9H6U8;Q86UL3;Q9HA82;Q92903;Q9BV10;Q75T13;Q8N5B7;Q6P1A2;Q8TEQ8;Q7Z2K6;Q9NV64;Q9BRB3;Q9BVK2;Q5BKT4;Q7Z7B1;O00258;Q9UKY4	4	0.173913043478
J3KQU5;Q5VT66	1	0.5
Q10472;Q9P2E5;Q7Z7M9;Q96FL9;Q3T906;O94766;Q9BYC5;Q68CQ7;Q96MM7	2	0.222222222222
Q8IWF2;Q96AY3;O95479;Q5NDL2;Q5T4B2	2	0.4
Q9BUJ0;Q6ICH7;Q9Y673;Q9NPF2;Q96MM7	2	0.4
P61018;P51148;Q6IQ22;Q9UL26;P51149;Q969Q5;P20340;P61026;P62820;Q9H0U4;Q9H0N0	4	0.363636363636
P20339;Q9H270;Q9P253	1	0.333333333333
Q5T7M9;Q9Y673;Q5VUD6;Q8NAT1	1	0.25
Q9UID6;Q9NXH9;Q8WVY7	1	0.333333333333
Q9NY61;Q9H6Y2	1	0.5
Q5BKT4;Q9H1X3;P38435;Q9BVK2;Q643R3;Q53EU6;Q8NHH9;Q86UL3;Q8N5B7;Q92903;Q9H6H4;Q6UWP7;Q6P1A2;Q8TEQ8;O75845	3	0.2
O75489;O95139;P17568;P19404;P56556;P03886;Q9Y6M9;O75438;O43181;O95182;O43920;O43678;O96000;P51970;O95168;P49821;Q16718;O75380;P03891;Q9NX14;O75306;O95167;P28331;Q9UI09;O95299;Q9P0J0;O43674;O00217;O75251;O95169;O95298;O43676	1	0.03125
Q969Z0;Q4G176;Q96CM8;P22033;Q7L3T8;Q96RP9;Q5T160;Q99797;Q9ULD0;P12694;Q969S9;Q5JPH6;Q9NSE4;Q9NVH6;Q9BW92;P26440;O14874;Q15031;P05166;P30038;P42765;P27144;Q96CB9;P05165;Q8N465;Q7Z3D6;Q6PI48;Q6JQN1;Q9UL12;P51553;A6NJ78;Q6UB35;P43897;Q9Y606;O75127;Q96DP5;Q96I59;P22830;Q5TC12;Q02252;O95900;Q9H3H1;P11498;Q9Y2Z4;O75616;O95299;Q9H4K7;Q8NFV4;O95363;Q9UI43;Q9BXW7;Q5JTZ9;O94925;Q8N442;P13196;Q9Y2Z2;Q9Y375;Q6P587;Q96RQ3;Q05932;Q14197;Q9HA92;Q16740;P49590;P11182	4	0.0615384615385
P26572;P52849;Q86SR1;P52848;Q8TE99;Q9UBX8;Q70JA7;O60513;Q6P9A2;Q92187;Q8NCL4;O94923;O43529;Q8N3Y3;Q86SF2;Q9P2E5;P49641;Q8IXK2;Q9NY97;O60512;Q8NCH0;Q11206;O60704;Q9Y274;Q5VSG8;Q9H4F1;Q7LGC8;Q8NDV1;Q10469;Q9UBV7;Q9NS84;Q96MM7;Q96EU7;O60507;Q8N428;Q86X52;Q09328;Q9H1C3	2	0.0526315789474
Q6UW68;Q9P0I2;Q5J8M3;A0PJW6;Q00765	1	0.2
P19823;P12109	1	0.5
Q9UHF7;Q92769;O94776;O95983;Q09028;O60341	1	0.166666666667
Q8TEQ8;Q8TDW4;A0PJW6;Q9NRC1;Q96MH6;Q12767;Q96AN5;Q8NBP5;Q2PZI1;P81408;Q96B77;Q8WV83;Q68DH5;Q9H6A9;Q96MV1;Q7Z2K6;Q6P1A2;Q8IXU6;Q643R3;P35610;Q8NDZ6;Q9GZU3;Q5U3C3;Q5T1Q4;Q7Z388;Q9BRB3;Q96G23;Q86UL3;Q9H6U8;Q2TAA5;Q9NUE0;Q6ZXV5;Q0P6H9;Q6ZPD9;Q86VR2;Q6ZMG9;Q6UWP7;P53794;Q8NCS7;Q9NW15;Q9BV10	6	0.146341463415
Q9H845;Q9P0J0	1	0.5
Q7KZI7;Q9P0L2	2	1.0
Q9H2G4;Q8IY37;Q9H6W3;Q8TDN6;Q9NVX2;P46087;Q9H0U9;Q9NVU7;Q9H7B2;P42696;Q9Y3C1;Q9Y2R4;Q9GZR2;Q6RFH5;Q14692;O15226;P17020;Q5QJE6;Q8IUF8;Q68D10;Q8IY81;Q9Y221;Q15572;O95625;Q8TDD1;Q7L3S4;Q9NQZ2;Q9BWF3;Q8N567;O75683;Q12788;Q9H6F5;O15381;Q8WTT2;Q9UHA3	1	0.0285714285714
P49207;P46778;Q02543;P30050;P50914;P62910;P18077;P05386;Q9Y3U8;P61353;P05387;P18124;P83731;P46776;P61513;P62899;P61313;P62906;P32969;P62917;Q07020;P62913;P84098;P61254;P40429;P62854;P62424;Q02878;P62277;P62263;P46777;P08708;P62847;P62241;P26373;P46782;P05388;P36578;P39019;P62249;P62269;P46781;P62750;P62266;P42766;P62841;P15880;P62753;P60866;P23396;P61247;P62244;P39023;P46783	1	0.0185185185185
Q9C010;P17612	1	0.5
P14415;P05026	1	0.5
Q96H78;Q9NZJ7	1	0.5
Q6PML9;Q15392	1	0.5
O60725;P04844;P35610;P37268;Q643R3;Q4ZIN3;Q53EU6;Q8NBM4;Q92903;Q8NHH9;Q2TAA5;O95674;Q92604;Q86UL3;Q96AA3;P38435;Q9BVG9;Q6P1A2;Q7Z2K6;Q8TEQ8;Q86SK9;Q96N66;O75352;Q9Y5Q0;Q6DD88;Q15800;Q6P1M0;Q96A33;O14880	4	0.137931034483
Q9NWZ5;Q8TD19;O14733;Q96LD4;Q15349;P51812;O75676;Q9UQ88;Q14012;Q9H7B4;Q8IU85;Q96RR4	1	0.0833333333333
P42696;Q9H0S4;Q8TDN6;Q9GZR2;Q9H7B2;Q9H0U9;Q9BQ04;Q9NVU7;Q9NQZ2;Q9H6F5	1	0.1
Q02809;O00469;O60568	1	0.333333333333
Q9BRN9;Q9P0I2	1	0.5
Q9NYV4;Q9HCE1	1	0.5
P04920;Q9H7F0	1	0.5
Q8IV08;Q9Y673	2	1.0
Q8TEP8;O95684	1	0.5
A8MXV6;Q2PZI1	1	0.5
